created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-05-29 20:18:27+00:00,"Political Leaders From YSRCP Violate Lockdown Rules In Andhra Pradesh. No Social distance, No Masks, huge public gatherings  #1YearOfMassDestruction -NaiduAddala #1YearForJalgunAnuNenu",KrishnaaAddala,"Hyderabad, India","@ncbn follower from Ongole, INDIA 🇮🇳| Jai Andhra✌️| #TDPTwitter🚲| @NriTDPCanada🇨🇦| Nandamuri Cult fan 💪| #SaveAmaravati ☀️| #SaveFarmers🌾|",913,1052,17428,False,No Value Mentioned
2020-05-29 20:18:27+00:00,@IPSGupteshwar @bihar_police dear sir plz take strict action this person who is spreading hatred. @BJP4Bihar @ABVPVoice @NitishKumar #Bihar @Uppolice #kunalkamra #earthquake #earthquakeinDelhi #carryminati #carryminatiroast #coronavirus @AskAnshul @theskindoctor13 @ippatel https://t.co/IKRE9LYPtj,navis1692,"Udaipur, India",whenever you completely trust a person without any doubt...you'll get one of the 2 results... a person for life or a lesson for life...,40,78,335,False,No Value Mentioned
2020-05-29 20:18:29+00:00,@ryaninstapleton @Nicholasessenc1 @peter_king Lol you’re blaming a president you don’t like for GD global pandemic that has decimated the world economy. You are a moron.,jjacks1234,Indiana,No Value Mentioned,45,276,4018,False,No Value Mentioned
2020-05-29 20:18:30+00:00,RT @navis1692: @IPSGupteshwar @bihar_police dear sir plz take strict action this person who is spreading hatred. @BJP4Bihar @ABVPVoice @Nit…,erprakharsingh,India,"Life is not getting ruin because we think less, but because we think in the wrong direction.",63,97,6243,False,@IPSGupteshwar @bihar_police dear sir plz take strict action this person who is spreading hatred. @BJP4Bihar @ABVPVoice @NitishKumar #Bihar @Uppolice #kunalkamra #earthquake #earthquakeinDelhi #carryminati #carryminatiroast #coronavirus @AskAnshul @theskindoctor13 @ippatel https://t.co/IKRE9LYPtj
2020-05-29 20:18:32+00:00,"RT @KrishnaaAddala: Political Leaders From YSRCP Violate Lockdown Rules In Andhra Pradesh. No Social distance, No Masks, huge public gather…",SowjiK1993,"Mumbai, India",Full Time Techie and Part time Politics. @tarak9999✌️#Andhra #TDPTwitter #TeluguMahila,132,164,6052,False,"Political Leaders From YSRCP Violate Lockdown Rules In Andhra Pradesh. No Social distance, No Masks, huge public gatherings  #1YearOfMassDestruction -NaiduAddala #1YearForJalgunAnuNenu"
2020-05-29 20:18:32+00:00,"RT @KrishnaaAddala: Political Leaders From YSRCP Violate Lockdown Rules In Andhra Pradesh. No Social distance, No Masks, huge public gather…",VK_Naidu9999,"Hyderabad, India",@tarak9999 anna abhimani ikadda!! 🔥🔥Nandamuri Abhimani!!🔥🔥 #TDPTwitter,676,1258,6716,False,"Political Leaders From YSRCP Violate Lockdown Rules In Andhra Pradesh. No Social distance, No Masks, huge public gatherings  #1YearOfMassDestruction -NaiduAddala #1YearForJalgunAnuNenu"
2020-05-29 20:18:34+00:00,RT @UnSubtleDesi: .@ajeetbharti and I have decided to do a couple of podcasts together every week. The first of which should be up tonight.…,rakesh26329280,"Bihar, India",No Value Mentioned,1087,614,450633,False,.@ajeetbharti and I have decided to do a couple of podcasts together every week. The first of which should be up tonight. Who sleeps during the lockdown anyway? Stay tuned.
2020-05-29 20:18:34+00:00,"RT @jenniferatntd: ""Why is it that China shut off infected people from #Wuhan, to all other parts of China. It went nowhere else. It didn't…",aty83019652,"Kerala, India",In quest of truth.,104,592,14088,False,"""Why is it that China shut off infected people from #Wuhan, to all other parts of China. It went nowhere else. It didn't go to Beijing, it went nowhere else, but they allowed them to freely travel throughout the world including Europe and the United States. """
2020-05-29 20:18:34+00:00,RT @ANINewsUP: Barabanki: A textile manufacturing unit begins manufacturing the red &amp; white 'gamcha' that Prime Minister Narendra Modi wore…,ANI,India,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/PjGRhL4qvg",4436886,0,412630,True,Barabanki: A textile manufacturing unit begins manufacturing the red &amp; white 'gamcha' that Prime Minister Narendra Modi wore while addressing the nation when he announced lockdown 2.0 on April 14. https://t.co/yccWKHQy8R
2020-05-29 20:18:35+00:00,"RT @NASAJPL: Manufacturers were selected to make our #COVID19-specific ventilator, VITAL. It’s simpler and more affordable than traditional…",pawan12patre,"Nagpur, India","#WRITER  || #POET || #CREATIVEPRENEUR
-
.
.
.
.
.
.
.
.
.
.
.

#AUTHOR  @themajormantra 🍁",1106,3708,15746,False,"Manufacturers were selected to make our #COVID19-specific ventilator, VITAL. It’s simpler and more affordable than traditional ventilators, freeing the latter for more severe symptoms. Its design can be used in field hospitals. https://t.co/jMpPpua5k9

#InThisTogether https://t.co/XSIeeEapkO"
2020-05-29 20:18:40+00:00,RT @Nadine_Writes: BREAKING: Police will take no action over death of railway worker Belly Mujinga. The 47-year-old died of Covid-19 on Apr…,___badgirly,"Indianapolis, IN",Brown Beauty From The Hood. #CsuCheerCoCaptain🎀 #Blacklives,3509,908,67549,False,"BREAKING: Police will take no action over death of railway worker Belly Mujinga. The 47-year-old died of Covid-19 on April 15, two weeks after being spat on while at work by a man who claimed to have the virus.  https://t.co/ELTkRRjfNN"
2020-05-29 20:18:41+00:00,"RT @IncomeTaxIndia: The Finance Secretary shared with other BRICS nations, various measures taken by India to mitigate the effect of the pa…",maharashtra,"Maharashtra, India","Maharashtra, one of India's richest states and most industrialised state.",2604,180,114024,False,"The Finance Secretary shared with other BRICS nations, various measures taken by India to mitigate the effect of the pandemic on the taxpayers including deferment of compliance requirements, reduced rate of interest on delayed payments and reduction in withholding tax rates."
2020-05-29 20:18:41+00:00,RT @ANINewsUP: I saw the PM wearing the ‘gamcha’ while addressing the nation. I copied the design &amp; started manufacturing at my unit. This…,ANI,India,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/PjGRhL4qvg",4436886,0,412630,True,"I saw the PM wearing the ‘gamcha’ while addressing the nation. I copied the design &amp; started manufacturing at my unit. This 'gamcha' is in high demand but we are unable to supply it outside Barabanki due to COVID-19 induced lockdown: Obaid Ansari, unit's owner in Shahvpur village https://t.co/ZkhGxQt6Ct"
2020-05-29 20:18:42+00:00,"Ever since Corona Virus outbreak broke, Andhra Pradesh has been in news for wrong reasons for its political infighting and blame game.  #1YearOfMassDestruction -NaiduAddala #1YearForJalgunAnuNenu",KrishnaaAddala,"Hyderabad, India","@ncbn follower from Ongole, INDIA 🇮🇳| Jai Andhra✌️| #TDPTwitter🚲| @NriTDPCanada🇨🇦| Nandamuri Cult fan 💪| #SaveAmaravati ☀️| #SaveFarmers🌾|",913,1052,17428,False,No Value Mentioned
2020-05-29 20:18:44+00:00,RT @OpIndia_com: The doctor named Ibrahim had hidden details of him having coronavirus and treated patients at his clinic for two days with…,CARAJATMODI,"Nagpur, India",Chartered Accountant Practitioner in Nagpur.,133,346,4320,False,"The doctor named Ibrahim had hidden details of him having coronavirus and treated patients at his clinic for two days without informing the health officials
https://t.co/fg9Gr5ryl3"
2020-05-29 20:18:45+00:00,"RT @airnewsalerts: US President Donald Trump announces that the US is terminating its relationship with the WHO.

Trump says the World need…",_viswanathan_,"West Mambalam,Chennai, India",No Value Mentioned,26,313,187,False,"US President Donald Trump announces that the US is terminating its relationship with the WHO.

Trump says the World needs answers from China on the Virus.

#Video:The White House https://t.co/yyHbzKo0Vd"
2020-05-29 20:18:46+00:00,RT @WhiteHouse: China protected itself against the Coronavirus while exposing the rest of the world—at immense cost of human life. https://…,Manshag19,"Jaipur, India","Bharat virodhi,Modi ji k virodhi aur Sanatan (Hindu)k virodhi krupya door rahen🇮🇳🚩🕉️",744,1821,18393,False,China protected itself against the Coronavirus while exposing the rest of the world—at immense cost of human life. https://t.co/GHQ07nIYVV
2020-05-29 20:18:47+00:00,"RT @sandrogalea: Cutting ties with the @WHO during a global pandemic is a masterpiece of self-defeating foolishness, which will put lives a…",BANIAJYOTI,"TISS, India","Social Activist. Researcher on Men and Masculinities, Migration, Sustainability & Gender/Caste based discrimination. He/his|
Believe in Ambedkar, Marx & Zizek.",203,1086,12435,False,"Cutting ties with the @WHO during a global pandemic is a masterpiece of self-defeating foolishness, which will put lives at needless risk. https://t.co/VL1G0l4xIy v @DrewQJoseph @JeffSturchio"
2020-05-29 20:18:47+00:00,"RT @NasirKhuehami: Thread:
URGENT!! NEED SUPPORT
My friend’s father is 76 years old and was tested positive for Covid.He is currently admit…",_SATYAVACHAN_M,"Thane, India","गांधी-नेहरू परिवार से उन्हें ही
 तकलीफ हो सकती है
जिनके पूर्वज आजादी के लड़ाई मे
अंग्रेजों के तलवे चाटते थे 🙏🙏



PLSS VISIT:https://t.co/tPy51YtiJA",238,450,5414,False,"Thread:
URGENT!! NEED SUPPORT
My friend’s father is 76 years old and was tested positive for Covid.He is currently admitted at Max Hospital Saket (Delhi) and requires a plasma therapy. @kavita_krishnan @aishe_ghosh @nagma_morarji @PoojaShali @PankhuriTOI @abhinandita_m @Meherr_"
2020-05-29 20:18:48+00:00,RT @Fronterakid: @WhiteHouse Trump failed to prepare and manage the #COVID19 pandemic. He still hasn't put a plan to paper. China is just a…,Agibbsmom,Indiana,"I hate Trump I hated Trump before The Apprentice hated Trump after the Appre notice I will hate him when he is dead!love every one except stupid people! Repubs,",2901,2904,36498,False,@WhiteHouse Trump failed to prepare and manage the #COVID19 pandemic. He still hasn't put a plan to paper. China is just a  #Distraction from Trump's failed Covid19 plan. Or lack thereof.
2020-05-29 20:18:48+00:00,"RT @KrishnaaAddala: Ever since Corona Virus outbreak broke, Andhra Pradesh has been in news for wrong reasons for its political infighting…",VK_Naidu9999,"Hyderabad, India",@tarak9999 anna abhimani ikadda!! 🔥🔥Nandamuri Abhimani!!🔥🔥 #TDPTwitter,676,1258,6716,False,"Ever since Corona Virus outbreak broke, Andhra Pradesh has been in news for wrong reasons for its political infighting and blame game.  #1YearOfMassDestruction -NaiduAddala #1YearForJalgunAnuNenu"
2020-05-29 20:18:48+00:00,"RT @KrishnaaAddala: Ever since Corona Virus outbreak broke, Andhra Pradesh has been in news for wrong reasons for its political infighting…",SowjiK1993,"Mumbai, India",Full Time Techie and Part time Politics. @tarak9999✌️#Andhra #TDPTwitter #TeluguMahila,132,164,6052,False,"Ever since Corona Virus outbreak broke, Andhra Pradesh has been in news for wrong reasons for its political infighting and blame game.  #1YearOfMassDestruction -NaiduAddala #1YearForJalgunAnuNenu"
2020-05-29 20:18:50+00:00,"RT @airnewsalerts: US President Donald Trump announces that the US is terminating its relationship with the WHO.

Trump says the World need…",rakesh_jena93,"Bhubaneshwar, India",Final STUDENT OF #INSTITUTE OF COST AND MANAGEMENT ACCOUNTANT OF INDIA. (ICMAI),141,584,128,False,"US President Donald Trump announces that the US is terminating its relationship with the WHO.

Trump says the World needs answers from China on the Virus.

#Video:The White House https://t.co/yyHbzKo0Vd"
2020-05-29 20:18:55+00:00,"RT @radhitwtz: Be Safe - Stay Inside 😉🙈

I’m Telling Corona Awareness🐙 https://t.co/Y7d5oIxkcR",Anand67391229,"Indiana, USA",🖕,26,670,419,False,"Be Safe - Stay Inside 😉🙈

I’m Telling Corona Awareness🐙 https://t.co/Y7d5oIxkcR"
2020-05-29 20:18:55+00:00,"RT @WhiteHouse: ""China's cover-up of the Wuhan virus allowed the disease to spread all over the world, instigating a global pandemic that h…",dataguyindia,India,"Socially awkward, Walking contradiction, Ambivert, Curious sperm :)",93,994,3398,False,"""China's cover-up of the Wuhan virus allowed the disease to spread all over the world, instigating a global pandemic that has cost more than 100,000 American lives and over a million lives worldwide."" https://t.co/PoTtCaA1KX"
2020-05-29 20:18:57+00:00,RT @tribelaw: Amazing. Trump goes to the Rose Garden. He talks about Hong Kong. Not a word about George Floyd’s murder. Nor about the viole…,matting_,"Indianapolis, IN",No Value Mentioned,74,396,6441,False,"Amazing. Trump goes to the Rose Garden. He talks about Hong Kong. Not a word about George Floyd’s murder. Nor about the violence and riots in Minneapolis. Nor about the 101,000 Covid deaths in just 3 months. Do we even HAVE a president? What does he imagine his job covers? Golf?"
2020-05-29 20:18:57+00:00,"RT @sanjaysb1: @maryashakil PM Modi new propaganda, Chitti ki baat

🔸Migrant labourers/poor abandoned
🔸PM Cares fund not being used
🔸20L Cr…",ahamedaat,"Bengaluru, India",I am Mechanical Engineer,574,711,13410,False,"@maryashakil PM Modi new propaganda, Chitti ki baat

🔸Migrant labourers/poor abandoned
🔸PM Cares fund not being used
🔸20L Cr package turned to be a loan
🔸Failed to control Pandemic inspite of warning from Rahul Gandhi &amp; on  diplomacy
🔸Why no mood on Chinese intrusion

RT if you Agree."
2020-05-29 20:18:57+00:00,"YCP leaders are brazenly violating lockdown rules by resorting to processions, rallies and not maintaining social distance.  #1YearOfMassDestruction -NaiduAddala #1YearForJalgunAnuNenu",KrishnaaAddala,"Hyderabad, India","@ncbn follower from Ongole, INDIA 🇮🇳| Jai Andhra✌️| #TDPTwitter🚲| @NriTDPCanada🇨🇦| Nandamuri Cult fan 💪| #SaveAmaravati ☀️| #SaveFarmers🌾|",913,1052,17428,False,No Value Mentioned
2020-05-29 20:19:00+00:00,"RT @riteshagar: The travel industry will see a major transformation in the status quo post the pandemic, as travelers will prefer safe &amp; sa…",AnuragTibdewal,"Mumbai, India",No Value Mentioned,96,951,2879,False,"The travel industry will see a major transformation in the status quo post the pandemic, as travelers will prefer safe &amp; sanitized staycations at independent boutique hotels with limited capacity. 
https://t.co/anHy96tJit"
2020-05-29 20:19:00+00:00,"RT @TiwariNayanika: What the hell is happening ??? 
Corona , cyclone, earthquake ....
Folks take it as sign , jee lo apne akhri din .",Aapki_Taareef,"Jaipur, India",𝑺𝒂𝒂𝒕𝒉 𝒕𝒂𝒏𝒉𝒂𝒂𝒊 𝒐𝒓 𝒄𝒉𝒂𝒏𝒅 𝒍𝒂𝒃𝒛𝒐𝒏 𝒌𝒂 𝒔𝒂𝒂𝒚𝒂 °,49,168,1121,False,"What the hell is happening ??? 
Corona , cyclone, earthquake ....
Folks take it as sign , jee lo apne akhri din ."
2020-05-29 20:19:00+00:00,Amit Shah meets Prime Minister; briefs on CMs views on lockdown https://t.co/UsnkuJo86B,SKonPolitics,"NEW DELHI, INDIA","Editor of @NPM_Magazine , @TheGlobalRealty ,@BMirror @AviationMirror & @TelecomMirror .BTW, I'm passionate for journalism not for fashionable (IIMC-D)",581,11,61018,False,No Value Mentioned
2020-05-29 20:19:01+00:00,RT @ugc_india: #UGC requests HEIs &amp; State Governments to take proactive measures to redress grievances of students &amp; stakeholders related t…,SATYAJEET_99,"Pune, India","I'm SATYA,
Pol-Agri-Studious;
INDIAN LAW SOCIETY'S LAW COLLEGE, PUNE,MAHARASHTRA,INDIA",84,1412,499,False,"#UGC requests HEIs &amp; State Governments to take proactive measures to redress grievances of students &amp; stakeholders related to examinations &amp; academic calendar in view of #COVID-19.  #IndiaFightsCorona 
@DrRPNishank @SanjayDhotreMP @HRDMinistry @PIB_India @DDNewslive @AkashvaniAIR https://t.co/Ech7Ri26l8"
2020-05-29 20:19:04+00:00,RT @comedibanda: Delhits condition  after corona and #earthquake : https://t.co/yvvpydu5af,Faltu_username,"West Bengal, India",More active on Meme Chat,4405,351,56906,False,Delhits condition  after corona and #earthquake : https://t.co/yvvpydu5af
2020-05-29 20:19:05+00:00,"RT @co_rapunzel4: #TrumpPressConference
Minneapolis is on fire. Rage against systemic racism and injustice has exploded in flames, a pandem…",mycatzuzu,"Indiana, USA",I've been watching both #Days & #GH since the very beginning! I have 4 precious grandchildren and 2 grand puppies. No DM’s! I will unfollow! NO LISTS!!,2072,3515,26987,False,"#TrumpPressConference
Minneapolis is on fire. Rage against systemic racism and injustice has exploded in flames, a pandemic continues to rage throughout the country, and Trump can't spare a word for any of it."
2020-05-29 20:19:09+00:00,"RT @RahulGandhi: The Health Minister saying that the Indian Govt has the #coronavirus crisis under control, is like the Capt of the Titanic…",DrLuttapi,India,Hindu not a Sanghu. PhD in CurryNinda. RT is somebody else’s opinion. Pakis & Sanghoos stay away. Pakis will be blocked. You tag I mute 😎,4337,498,231086,False,"The Health Minister saying that the Indian Govt has the #coronavirus crisis under control, is like the Capt of the Titanic telling passengers not to panic as his ship was unsinkable. 

It's time the Govt made public an action plan backed by solid resources to tackle this crisis."
2020-05-29 20:19:10+00:00,"RT @Bollyhungama: .@BoneyKapoor speaks about resuming shooting of #Maidaan, #Valimai, and #VakeelSahab post lockdown

https://t.co/ibmKvUN5…",prabakar_raviRT,"Virudhachalam, India","#தலஅஜித்ரசிகன் |  #MsDhoni  | #Yuvan  |
       Follow @ThalaAjith_FC @ThalaFCTeam 
                           (BG-A1+ve)",3644,0,176883,False,".@BoneyKapoor speaks about resuming shooting of #Maidaan, #Valimai, and #VakeelSahab post lockdown

https://t.co/ibmKvUN5Ju"
2020-05-29 20:19:12+00:00,RT @HaokipDj: One of the weirdest thing witnessed in our fight against the Covid-19 pandemic in the state is how the govt. comes up with th…,T_S_Haokip,india,"An avid reader, a keen observer and a hungry mind with clean soul.
Views expressed are solely mine and no one is responsible for it, except me.",180,568,111,False,One of the weirdest thing witnessed in our fight against the Covid-19 pandemic in the state is how the govt. comes up with the idea of distributing Sanitizers and masks on Tribes basis. What is the rationale behind this? @NBirenSingh @TribalAffairsIn @health_manipur @supp_meme https://t.co/kwZGaCO2ps
2020-05-29 20:19:13+00:00,RT @JasonUnsworthAA: Thailand is sensible lifts lockdown 1st July England lifts lockdown Monday... 1st June...,jetairways2020,"Mumbai, India","India’s 🇮🇳 best premium airline based at @CSMIA_Official & @DelhiAirport’s, presently defunct, expected to resume operations late 2020 follow for live news.",909,1988,9195,False,Thailand is sensible lifts lockdown 1st July England lifts lockdown Monday... 1st June...
2020-05-29 20:19:14+00:00,"@iedlm777 @Fletch4Senate36 @Ashley_B_Eason @RCShackleford @IndyBlakeJ @MCDPIndy @MCEBIndy Also, if you do not receive your ballot you may vote early or vote on Election Day. You will however be required to fill out an additional form. I know that this defeats the purpose of voting absentee during a pandemic. #StaySafe!",AndyMiller4IN,"Indiana, USA",Giving working families a voice in Indiana! Running for Indiana House District 93. Please join the campaign to help elect Andy Miller.,81,243,329,False,No Value Mentioned
2020-05-29 20:19:15+00:00,"RT @cjcFlint: Brilliant, just freaking brilliant, to leave the World Health Organization in the middle of a global pandemic.  

102,000 Ame…",bethmoi,"Indianapolis, IN","American immigrant Belgium 🇧🇪 , #resist #notmypresident nurse educator 🌊 🌊 🌊 in the thick of it #covid-19 nurse on the frontline",714,1683,10759,False,"Brilliant, just freaking brilliant, to leave the World Health Organization in the middle of a global pandemic.  

102,000 Americans HAVE DIED under your inept, lazy, I-blame-everyone-else-but-me watch.

November 3rd, 2020 and January 20th, 2021, can't get it fast enough. https://t.co/X5jjNjJQ8n"
2020-05-29 20:19:20+00:00,@HardeepSPuri @KTRTRS @im_kcr it's true try to understand and resume international flights. https://t.co/BrhcaY54Ue,AkramSiid,"Hyderabad, India",.,14,84,82,False,No Value Mentioned
2020-05-29 20:19:23+00:00,Artist pays tribute to Covid warriors through micro-sculpture in Warangal https://t.co/TY92Qnp6Nu,CityOfWarangal,"Warangal-Hamamkonda, India",No Value Mentioned,456,776,2998,False,No Value Mentioned
2020-05-29 20:19:25+00:00,"RT @IndiaToday: All staff and visitors will have to go through thermal screening before entering the establishments. #Rajasthan
(By @AnkurW…",UtkarshV_BJP,India,"Proud Indian🇮🇳 | Hindu| Tech | Politics #ABVP #BJP | #Android Dev Intern |MCA #JNUJaipur | #NarendraModi |
My Tech Views @I_UtkarshV |
#NewIndia #DigitalIndia",225,1330,10674,False,"All staff and visitors will have to go through thermal screening before entering the establishments. #Rajasthan
(By @AnkurWadhawan)
https://t.co/yuhO4VAolj"
2020-05-29 20:19:27+00:00,RT @WhoSunilGrover: Let’s share the feeling of gratitude for all the Corona warriors. Respect them in all circumstances. Thankyou. 🙏 #StayK…,Fauwad_Hasan,"New Delhi, India",No Value Mentioned,91,291,1447,False,Let’s share the feeling of gratitude for all the Corona warriors. Respect them in all circumstances. Thankyou. 🙏 #StayKoolStaySafe https://t.co/0JitEz3Mpw
2020-05-29 20:19:31+00:00,"RT @c_aashish: Contrasting day for India #coronavirus tracking

Biggest single day total case count increase BUT the first day since the on…",thebluntcreatn,"Bhubaneswar,India","Politically Right | Geopolitics | Foreign Affairs | Economics | Political Junkie |
Views expressed here are personal.
RTs≠Endorsement | 
सत्यमेव जयते",58,70,9334,False,"Contrasting day for India #coronavirus tracking

Biggest single day total case count increase BUT the first day since the onset of the pandemic that net addition of cases has been negative.

Active cases fall under 50% of the total (49.4%) first time, just before lockdown ends. https://t.co/ENzspEaQnA"
2020-05-29 20:19:31+00:00,"উত্তরে আক্রান্তের সংখ্যা বাড়লেও হুঁশ নেই রাজ্যের https://t.co/tvFWpnxfw2 via @Uttarbanga 
To stop the increasing nos instead of increasing the sample testing, only 50 samples per day testing is been directed!
What a beautiful way to solve the problem!👏
#COVID19India",BanikPronab,"Jadavpur,Kolkata,INDIA",A human who is searching for life...!,135,905,1488,False,No Value Mentioned
2020-05-29 20:19:35+00:00,"RT @KKRiders: Be it the devastation caused by #Amphan or the fight against #CoronaVirus, we are strong. We will rebuild. Amra #KorboLorboJe…",subhash76622040,India,"What You Seek, Is Seeking You .   

@iamsrk 🥰...",1349,2009,21050,False,"Be it the devastation caused by #Amphan or the fight against #CoronaVirus, we are strong. We will rebuild. Amra #KorboLorboJeetbo 💜 https://t.co/MM2w6KSNd9"
2020-05-29 20:19:39+00:00,"RT @FaheemYounus: What does @WHO really do?

Nearly 50 years ago...
Smallpox used to killed 300 M
@WHO led the vaccine effort 
With interna…",sonyttharakan,"Meghalaya, India",Proud Indian Citizen. #aaptard. ONLY death will part me from AAP. All AAPians follow me. Proud to be followed by CR Neelakantan sir.,137,899,1894,False,"What does @WHO really do?

Nearly 50 years ago...
Smallpox used to killed 300 M
@WHO led the vaccine effort 
With international solidarity
We KILLED smallpox!

Same could have be done with COVID...

Work together people. This virus doesn’t respect international borders. https://t.co/DIVFu4rFuC"
2020-05-29 20:19:42+00:00,"RT @rajeshtope11: The current count of COVID19 patients in the state of Maharashtra is 62228. Today,newly 2682patients have been identified…",Anonymousaadi,"Mumbai, India",Be You..,717,2818,2439,False,"The current count of COVID19 patients in the state of Maharashtra is 62228. Today,newly 2682patients have been identified as positive. Also newly 8381patients have been cured today,totally 26997 patients are cured &amp; discharged from the hospitals. Total Active patients are 33124."
2020-05-29 20:19:42+00:00,RT @ziwe: can’t believe corona blew a 28-3 lead to racism,Not_A_Nerd2,Eagleton Indiana ,BLM? I barely know her! // 💖💜💙// no step on snek // he/him,26,220,2136,False,can’t believe corona blew a 28-3 lead to racism
2020-05-29 20:37:13+00:00,RT @RitikaaChaudhry: Trump is on fire....🔥🔥🔥🔥🔥🔥 https://t.co/qsXDDkGMyI,Sidharthmo,"Orissa, India","PARMANU BOMB 💣 DEKHA HAI??
_
_
_
NAHI  !! !!!",68,496,7911,False,Trump is on fire....🔥🔥🔥🔥🔥🔥 https://t.co/qsXDDkGMyI
2020-05-29 20:37:16+00:00,"RT @Shubhrastha: Congressi @ABHIJIT_LS &amp;Gundai Famous RJD leader @yadavtejashwi discussing the possibility of ‘meeting people’!

Gents, we…",Gurubhat_,India,Hum Fit Hai to Mera Desh Fit. India First and foremost. Janani Janma Bhumischa Swargadapi Ghariyasi. Sanatana Dharma,4321,375,144080,False,"Congressi @ABHIJIT_LS &amp;Gundai Famous RJD leader @yadavtejashwi discussing the possibility of ‘meeting people’!

Gents, we are in a lockdown! The pandemonium created during this pandemic while ‘meeting people’ while the uneducated one among you politicised a tragedy is deplorable! https://t.co/lOvRE1h0XW"
2020-05-29 20:37:20+00:00,RT @TPCarney: Don’t fall for the story accusing Florida of hiding coronavirus deaths as pneumonia https://t.co/rChhFs0tsK,fmiller26,"Indiana, USA",Text Trump 88022,2685,123,185577,False,Don’t fall for the story accusing Florida of hiding coronavirus deaths as pneumonia https://t.co/rChhFs0tsK
2020-05-29 20:37:23+00:00,"RT @sankalpx: Me- How will I die if I am not going out in this pandemic?

Le god- 

#earthquake https://t.co/qiKe3PKtAo",OmkarKu83784234,"Maharashtra, India",Indian 😎,16,40,266,False,"Me- How will I die if I am not going out in this pandemic?

Le god- 

#earthquake https://t.co/qiKe3PKtAo"
2020-05-29 20:37:25+00:00,"RT @KapilMishra_IND: Friends Please don't tweet 

#KejriwalLiedPeopleDied",Anjan_2017,"Patna/Pune, India",IT Professional | Political analyst | Pune & Patna,4263,4999,200140,False,"Friends Please don't tweet 

#KejriwalLiedPeopleDied https://t.co/QYQAYV33Np"
2020-05-29 20:37:25+00:00,"Indiana Recycling Coalition's Virtual Conference Keynote Speaker, Dr. Eugene Tseng, is quoted in this article.  He's speaking in two other sessions.  Join us June 8-12 to learn from him and 30+ other experts!  #IRCConf2020 https://t.co/KCye1m75pO",INRecycling,"Indiana, USA","Strengthening Indiana's circular economy through waste reduction, reuse, recycling, and composting since 1989.",1810,714,4639,False,No Value Mentioned
2020-05-29 20:37:26+00:00,"RT @dhruv_rathee: India’s GDP Growth in 2019-2020 

Q1:     5.2%
Q2:    4.4% 
Q3:    4.1%
Q4:    3.1% 

The latest Q4 data is for Jan-March…",sidd_kaushal,"Gurgaon, India",25 | Abohar |Chandigarh |Gurgaon CGC 🤘🏻CR7 ❤️ JUVE ⚽️,127,149,544,False,"India’s GDP Growth in 2019-2020 

Q1:     5.2%
Q2:    4.4% 
Q3:    4.1%
Q4:    3.1% 

The latest Q4 data is for Jan-March 2020. The lockdown only started on 25th March, so this is pretty much before Corona caused Economic Crisis hit. 

This is a result of Govt’s failed policies."
2020-05-29 20:37:28+00:00,RT @LangaMahesh: Leading astrologer Bejan Daruwalla of GaneshaSpeaks portal died of COVID-19 infection in Ahmedabad. @nistula @abaruah64 @v…,bspassanha,India ,Humanity should be our race. Love should be our religion. Apatheist. INC,2410,2087,94571,False,Leading astrologer Bejan Daruwalla of GaneshaSpeaks portal died of COVID-19 infection in Ahmedabad. @nistula @abaruah64 @vrsrini
2020-05-29 20:37:30+00:00,"What an Exceptional piece of journalism ! Its just not something to laugh at , but the people should be predictable about the consequences of this heckling journalism &amp; the damage which it will cause in future will be more deadly than the Covid19 pandemic. https://t.co/5FCBMmwiMH",MohdAoun623,India,"Neither Left / Nor Right 
Diagonal 
Views are Personal",11,179,64,False,No Value Mentioned
2020-05-29 20:37:38+00:00,"RT @chintan20: Listen at 4 min , trump clearly said China stopped everyone from wuhan to other part of China but they didn’t stop anyone fr…",ashutoshthakur7,INDIA,# INDIA FIRST #Father of my Betu # Entrepreneur # Interest in politics and world affairs.,338,455,22920,False,"Listen at 4 min , trump clearly said China stopped everyone from wuhan to other part of China but they didn’t stop anyone from going outside . https://t.co/DxRZjR7O6G"
2020-05-29 20:37:46+00:00,"Need To Scale Down Flights From Mumbai, Ahmedabad: Punjab Minister Amid Rising COVID-19 Cases https://t.co/jhFQMuMGcw",Firojvasu,"Surat, India",i have sum good friends,9,166,23063,False,No Value Mentioned
2020-05-29 20:37:49+00:00,"RT @ANI: China's cover-up of the Wuhan virus allowed the disease to spread all over the world, instigating a global pandemic that has cause…",SANTHOSHSRIKAN6,"Bengaluru South, India","CRICKET 🇮🇳 ,,,,,,


WHITE😍 & BLACK😍 ,,,,,,,


TRAVELING ⛺ AND PHOTOGRAPHY 📷 ,,,,,,,,,,,,,,,,,,

#INDIAFIRST 

PROUD INDIAN 🇮🇳",82,1926,2132,False,"China's cover-up of the Wuhan virus allowed the disease to spread all over the world, instigating a global pandemic that has caused over 100000 American lives &amp; over a million lives worldwide. Chinese officials ignored their reporting obligations to WHO: US President Donald Trump https://t.co/jo15L2s38C"
